Country,Year,Area,Location,Activity,Sex,Age,Injury,Fatal_Y_N,Species,Month
USA,2007,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,N,other,4
USA,2007,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,Lacerations to right ankle ,N,3' shark,3
USA,2007,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",other,M,9,Minor cuts to right buttock & thigh,N,other,3
YEMEN,2007,Muhafazat Hadramawt,Ras-Alkalb,Murder,UNKNOWN,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,other,3
USA,2007,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,N,4' to 5' shark,3
AUSTRALIA,2007,New South Wales,South Golden Beach,Surfing,F,42,Lacerations to 3 fingers of left hand ,N,1.5 m shark,3
AUSTRALIA,2007,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,2 to 2.5 m shark,3
USA,2007,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,Lacerations to right forearm & hand,N,other,3
AUSTRALIA,2007,New South Wales,Shelly Beach,Boogie Boarding,M,26,Lacerations to  lower left leg & ankle ,N,other,2
NEW CALEDONIA,2007,Loyalty Islands,Ouvéa,Spearfishing,M,0,Survived,N,other,2
NEW CALEDONIA,2007,North Province,Kaala-Gomen ,Spearfishing (free diving),M,30,Leg bitten,N,Tiger shark,1
AUSTRALIA,2007,New South Wales,Cape Howe,Diving,M,41,Head & torso bitten,N,"White shark, 3m",1
SOUTH AFRICA,2007,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Y,Tiger shark,1
AUSTRALIA,2007,New South Wales,Sandbar Beach,Surfing,M,0,"No injury, shark damaged surfboard",N,2.4 m shark,1
USA,2007,Hawaii,"Majors Bay, Kaua'i",Surfing,M,24,"No injury, shark removed piece of surfboard",N,"6' to 8' shark, possibly a tiger shark",1
AUSTRALIA,2006,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,Left leg bitten,N,2.5 to 3 m shark,12
NEW ZEALAND,2006,North Island,"Raglan, Manu Bay",Surfing,M,10,Foot bitten,N,2 to 3 m shark,12
USA,2006,California,"Dillon Beach, Marin County",Surfing,M,43,"Minor injuries, surfboard bitten",N,"White shark, 12' to 15' ",12
AUSTRALIA,2006,Western Australia,Wharton Beach,Body boarding,M,15,"Right leg severed, left leg lacerated",N,"White shark, 5m ",12
USA,2006,Hawaii,"Kihei, Maui",Swimming,M,29,Laceration to left thigh & left hand,N,2 m to 3 m shark,11
USA,2006,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,22,"No injury, surfboard bitten",N,"White shark, 16' ",10
USA,2006,Florida,Sebastian Inlet,Fishing,M,15,Lower right leg and foot bitten,N,other,10
USA,2006,Florida,"Daytona Beach, Volusia County",Surfing,M,20,Left ankle bitten,N,other,10
USA,2006,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,0,Lacerations to lower left leg,N,1' to 4' shark,10
USA,2006,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,Lacerations to foot,N,3' to 3.5' shark,10
BAHAMAS,2006,New Providence Island,Nassau,Free diving / modeling,F,26,Puncture wounds to left foot,N,other,10
GULF OF ADEN,2006,Between Somalia & Yemen,other,Murder,UNKNOWN,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,other,10
USA,2006,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Big toe bitten,N,other,9
USA,2006,North Carolina,Onslow Beach,Surfing,M,16,Laceration to left thigh,N,other,9
USA,2006,Florida,"Singer Island, Riviera Beach",Swimming,M,55,Minor injury to left hand,N,Spinner shark,9
USA,2006,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Left torso grazed,N,5' shark,9
BRAZIL,2006,other,other,other,M,20,FATAL,Y,other,9
USA,2006,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,Puncture wounds and cuts to right thigh,N,3' shark,9
USA,2006,Florida,"New Smyrna Beach, Volusia County",Swimming,M,12 or 13,Arm bitten,N,other,9
SOUTH AFRICA,2006,Western Cape Province,Noordhoek,Surfing,M,37,"No injury, shark rammed surfboard",N,"White shark, 3.5m ",9
USA,2006,Oregon,"Florence, Lane County",Surfing,M,23,Laceration & puncture wounds to foot,N,other,8
AUSTRALIA,2006,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,0,"No injury, shark towed  surfer & board",N,"Bronze whaler shark, 6'",8
REUNION,2006,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,27,Laceration to right calf & heel,N,other,8
REUNION,2006,Saint-Pierre,Pointe du Diable,Surfing,M,34,FATAL,Y,other,8
SOUTH AFRICA,2006,Western Cape Province,Danger Reef,Surfing,M,0,"No injury, surfboard leash severed",N,5 m shark,8
SOUTH AFRICA,2006,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,24,Foot severed,N,White shark,8
USA,2006,North Carolina,"Masonboro Island, New Hanover County",Wading,F,59,Lacerations & punctures to left foot,N,other,8
REUNION,2006,other,Le Port,Spearfishing,M,0,Thigh bitten,N,"Bull shark, 1.5m ",8
USA,2006,Oregon,Oswald State Park,Surfing,M,41,Minor injury,N,White shark?,7
USA,2006,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,Foot bitten,N,other,7
SOUTH AFRICA,2006,Western Cape Province,Fish Hoek,Surf-skiing,M,19,"No injury, surf ski bitten",N,"White shark, 3m to 4m",7
USA,2006,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor lacerations to right foot,N,other,7
USA,2006,Texas,"Sargent Beach, Matagorda County",Surf fishing,M,0,Right foot bitten,N,"Bull shark, 4' to 5' ",7
USA,2006,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,Left ankle & foot bitten,N,"Angel shark, 1.2m ",7
USA,2006,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,Ankle & foot bitten,N,other,7
BRAZIL,2006,Pernambuco,Body recovered at Goiana,other,M,0,FATAL,Y,Bull or tiger shark,7
USA,2006,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Dorsum of left foot bitten,N,other,7
USA,2006,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,Lower leg & ankle bitten,N,other,7
USA,2006,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,Foot bitten,N,5' to 6' spinner or bull shark,7
USA,2006,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,Right calf bitten,N,other,7
USA,2006,Florida,"Florida Keys, Monroe County",Spearfishing,F,28,Lacerations & puncture wound  to arm,N,"1.8 m blacktip ""reef"" shark",6
USA,2006,Florida,"Florida Keys, Monroe County",Spearfishing,M,35,Minor injuries,N,"1.8 m blacktip ""reef"" shark",6
USA,2006,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,Right calf bitten,N,other,6
BAHAMAS,2006,Andros Islands,Mangrove Cay,Spearfishing,M,25,Right arm severely bitten,N,other,6
USA,2006,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,2-inch puncture wounds on right foot,N,Possibly a 1' to 3' blacktip or spinner shark,6
BRAZIL,2006,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27,Left thigh bitten FATAL,Y,other,6
USA,2006,California,"Monterey, Monterey County",Scuba diving,M,43,"No injury, shark bit scuba tank boot",N,other,6
USA,2006,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Four 1-inch puncture wounds on left foot ,N,2' to 3' shark,6
USA,2006,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,N,3' to 4' shark,6
AUSTRALIA,2006,South Australia,Waitpinga,Surfing,M,40,"No injury, knocked off surfboard",N,14' white shark,6
USA,2006,Hawaii,O'ahu,Spearfishing,M,26,"4"" laceration to left forearm",N,"Tiger shark, 8' to 12'",5
USA,2006,Hawaii,"North Shore, O'ahu",Surfing,M,31,"No injury, shark bumped surfboard",N,other,5
BRAZIL,2006,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,33,"Injuries to left thigh, calf & foot",N,other,5
USA,2006,Guam,Gun Beach,Scuba diving,F,30s,Laceration to leg,N,"Tiger shark, 10' to 12'",5
USA,2006,Florida,"Cocoa Beach, Brevard  County",other,M,0,Small lacerations to arm,N,other,5
USA,2006,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,20s,2 lacerations on lower right leg,N,other,5
USA,2006,Florida,"Sebastian Inlet, Brevard County",Surfing,M,54,Feet bitten,N,other,4
USA,2006,Florida,"Daytona Beach, Volusia County",Standing,F,13,3 tiny punctures & small lacerations on right ankle,N,other,4
AUSTRALIA,2006,New South Wales,Newcastle Beach,Surfing,M,15,Minor laceration to left foot,N,"Bronze whaler shark, a  juvenile ",4
SOUTH AFRICA,2006,Eastern Cape Province,St. Francis Bay,Body boarding,M,15,Leg bitten,N,"Raggedtooth shark, 2.5 m to 3 m ",4
BRAZIL,2006,Pernambuco,Piedade,Swimming,M,35,Left leg bitten,N,Tiger shark,4
USA,2006,Florida,"Marco Island, Collier County",Wading,M,11,Minor injury to right hand & thigh,N,other,4
Sierra Leone,2006,Western Area,"Lumely Beach, Freetown",Fishing,M,0,Reportedly FATAL but few details,Y,"3 m, 600-kg shark",3
USA,2006,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,28,5 puncture wounds in left calf,N,"Tiger shark, 10'  ",3
FIJI,2006,Vitu Levu,Sigatoka,Surfing,M,21,Lacerations to right hand,N,"Tiger shark, 5' ",3
AUSTRALIA,2006,New South Wales,"Bondi, Sydney",Surfing,M,15,"No injury, shark nudged surfboard",N,"Bronze whaler shark, 2 m",3
USA,2006,Hawaii,"Makena, Maui",Standing,F,15,Deep laceration to right calf,N,5' to 7' shark,2
AUSTRALIA,2006,Queensland,"Golden Beach, Caloundra",Wading,M,18,Lacerations to foot,N,other,2
AUSTRALIA,2006,Queensland,"Point Vernon, Hervey Bay",Swimming,M,0,Puncture wound on arm,N,other,2
SOUTH AFRICA,2006,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,2 bite marks on right calf,N,Raggedtooth shark,2
TONGA,2006,Vava'u,Tu’anuku,Swimming,F,24,Severe bite to right leg FATAL,Y,Tiger shark,2
SOUTH AFRICA,2006,Eastern Cape Province,Coffee Bay,Spearfishing,M,34,Right arm  bitten,N,other,1
USA,2006,California,"Santa Cruz, Santa Cruz County",Night Surfing,M,0,"No injury, but 2 small nicks on wetsuit",N,other,1
AUSTRALIA,2006,Western Australia,"Off City Beach, Perth",Scuba diving,M,52,Lacerations to left elbow,N,3.5 m white shark,1
AUSTRALIA,2006,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,21,FATAL,Y,Bull shark,1
USA,2006,Florida,"Round Island Park, Indian River County",Surfing,M,21,3 puncture wounds in right wrist & hand,N,4' shark,1
SOUTH AFRICA,2006,Western Cape Province,Soetwater,Diving for crayfish,M,49,Lacerations to little finger,N,Said to involve a 1.5 m shark,1
USA,2005,Oregon,"Tillamook Head, Clatsop County",Surfing,M,30,Lacerations to ankle & calf,N,White shark,12
USA,2005,Hawaii,"Keawakapu Beach, Maui",Swimming,M,29,Left hand bitten,N,Tiger shark,12
AUSTRALIA,2005,Queensland,St. Crispin Reef,Spearfishing,M,44,Right forearm & elbow bitten,N,Whitetip reef shark,12
USA,2005,Florida,"Cape San Blas, Gulf County",Surfing,M,teen,Left foot bitten,N,other,11
USA,2005,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,23,Right thumb & palm lacerated,N,4' shark,11
AUSTRALIA,2005,Victoria,Flinders,Surfing,M,18,"2 lacerations on leg, each 4"" to 5"" long",N,1.8 m shark,11
SOUTH AFRICA,2005,Eastern Cape Province,"Nahoon, East London",Surfing,M,26,"Cut on finger, board bitten",N,other,11
NEW CALEDONIA,2005,Loyalty Islands,Maré,Spearfishing,UNKNOWN,0,Arm bitten,N,other,11
USA,2005,Florida,"Jensen Beach, Martin County ",Surfing,M,30s,Left foot bitten,N,4' shark,11
USA,2005,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,17,Lacerations to right thigh,N,other,11
USA,2005,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,18,Puncture wounds to right foot,N,6' shark,11
USA,2005,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,25,"No injury, board bitten",N,other,11
USA,2005,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,26,"No injury, board bumped",N,12' to 14' white shark,11
USA,2005,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,15,Puncture wounds to foot,N,2' to 3' shark,10
ST. MAARTIN,2005,Simpson Bay,Sunterra Beach,Standing,M,55,Lower right leg lacerated,N,2' shark,10
SOUTH AFRICA,2005,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,M,20,Right foot bitten,N,3 m shark,10
USA,2005,California,"Klamath River mouth, Del Norte County",Surfing,M,36,No injury,N,White shark,10
USA,2005,California,"Salmon Beach, Sonoma County",Surfing,F,20,Leg bitten,N,18' white shark,10
USA,2005,Hawaii,"Honokowai, Maui",Surfing,M,22,"No injury, surfboard bitten",N,"Tiger shark, less than 10'",10
GRAND CAYMAN,2005,East Wall,Jack McKenney's Canyon,Scuba diving,F,57,No injury ,N,Caribbean reef sharks,10
USA,2005,Florida,"Ponce Inlet, Volusia County",Treading water/ Surfing,M,48,Five 1-inch lacerations to left foot,N,other,10
BAHAMAS,2005,Abaco Islands,Grand Cay,Diving,M,35,Lacerations to right side of face,N,other,10
SOUTH AFRICA,2005,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,M,52,"No injury, shark bit ski",N,White shark,10
AUSTRALIA,2005,New South Wales,Arakoon's Little Bay,Surfing,M,28,"No injury, knocked off board",N,"Tiger shark, 3 m ",9
AUSTRALIA,2005,South Australia,Kangaroo Island,Surfing,M,26,Lacerations to legs,N,14' to 16' white shark,9
AUSTRALIA,2005,Western Australia,"Scarborough Beach, Perth",Surfing,M,44, No injury,N,Bronze whaler shark,9
USA,2005,South Carolina,"Myrtle Beach, Horry County",Body surfing,F,68,"Injuries to fingers, calf  & heel",N,3' to 4' shark,9
USA,2005,South Carolina,Folly Beach,Surfing,M,18,FATAL,Y,other,9
AUSTRALIA,2005,New South Wales,"Park Beach, Coff's Harbour",Standing,M,15,Left foot & ankle lacerated,N,other,9
USA,2005,North Carolina,"North Topsail Beach, Onslow County",Wading,F,18,Calf severely lacerated,N,Bull shark,9
AUSTRALIA,2005,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,40,Lacerations to right arm & thigh,N,4 m [13'] white shark,9
USA,2005,Florida,"Ponce Inlet, Volusia County",Standing / Surfing,M,62,Right foot bitten,N,other,9
AUSTRALIA,2005,South Australia,Glenelg ,Scuba diving,M,23,FATAL,Y,White shark,8
USA,2005,California,"Scripps, LaJolla, San Diego County",Surfing,M,37,Lower right leg lacerated,N,juvenile white shark,8
USA,2005,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,8,Bitten underneath left arm,N,Possibly a sandbar shark or small blacktip shark,8
USA,2005,Texas,Crystal Beach (east of Galveston),Walking,M,12,Left foot bitten,N,other,8
USA,2005,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,1.8 m [6'] shark,8
USA,2005,South Carolina,"Isle of Palms, Charleston County",Swimming,M,14,Puncture wounds on left foot ,N,other,8
USA,2005,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,13,Laceration on the back of left hand & toothmarks on wrist,N,other,7
USA,2005,Florida,"Ormond Beach, Volusia County",Surfing,M,61,"Right foot: Toes and back of foot, minor injury",N,other,7
USA,2005,North Carolina,"Holden Beach, Brunswick County",Swimming,M,22,Lacerations of left forearm,N,[4.5' to 5'] shark,7
USA,2005,Texas,"Port Bolivar, Galveston County",Holding onto an inflatable boat,F,14,Left foot bitten,N,[4' to 5'],7
USA,2005,Florida,"Boca Grande, Lee County",Standing,M,19,Ankle bitten,N,other,7
USA,2005,Florida,"Cape San Blas, Gulf County",Fishing,M,16,"Leg severely bitten, surgically amputated",N,Bull shark,6
USA,2005,Florida,"Destin, Walton County",Swimming with boogie board,F,14,"FATAL, leg bitten",Y,1.8 m [6'] bull shark,6
VANUATU,2005,Malampa Province,Atchin Island off Malakula,Swimming,F,7,FATAL,Y,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",6
MEXICO,2005,Baja California,San Luis beach,Surfing,M,0,Left foot bitten,N,other,6
USA,2005,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,M,20,Foot bitten,N,"Unknown, but it was reported that a shark tooth was recovered from the wound",6
SOUTH KOREA,2005,South Ch'ungch'ong Province,Dando/Kaeui Island ,Diving,F,38,Knee bitten,N,3 m [10'] white shark,6
USA,2005,South Carolina,"Kiawah Island, Charleston County",Boogie boarding,F,11,Foot lacerated,N,other,6
SOUTH AFRICA,2005,Western Cape Province,Miller's Point,Spearfishing (Free diving),M,22,FATAL,Y,White shark,6
USA,2005,Texas,"Mustang Island, Corpus Christi",Wading,M,6,Two 2-inch lacerations on right foot,N,other,6
USA,2005,Florida,Daytona Beach Shores,Swimming,M,33,Left foot bitten,N,"""small shark""",5
USA,2005,Florida,"Sand Key Beach, Clearwater, Pinellas County",Crouching in 2' of water,F,0,Right arm & torso bitten,N,"18"" to 36"" shark",5
SOUTH AFRICA,2005,Eastern Cape Province,Kei River Mouth,Surfing,M,32,Left buttock  & legs lacerated ,N,Raggedtooth shark,5
AUSTRALIA,2005,Queensland,50 km east of Townsville,Spearfishing,M ,0,Severe injury to lower leg,N,Blacktip shark,5
MADAGASCAR,2005,other,other,Fishing,M,0,Thigh bitten,N,2.5 m shark,5
USA,2005,Hawaii,"Noreiga's, Maui",Surfing,M,47,"No injury, board damaged",N,"Tiger shark, 3 m [10']",5
AUSTRALIA,2005,New South Wales,Crookhaven,other,UNKNOWN,0,Shark-bitten surfboard found adrift,N,other,4
AUSTRALIA,2005,Northern Territory,Bremer Island,Spearfishing,M,20,Minor cuts above his right eye,N,2 m [6.75'] copper shark,4
AUSTRALIA,2005,New South Wales,Bronte Beach,Surfing,M,40,"No injury, board bitten",N,Bronze whaler shark,4
USA,2005,Florida,"Crescent Beach, Sarasota County",Wading,F,70,Right lower leg bitten,N,1.8 m [6'] blacktip shark,4
USA,2005,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,37,Left foot bitten ,N,other,4
USA,2005,Florida,"Jacksonville Beach, Duval County",other,F,0,Left calf injured,N,small hammerhead shark,4
SOUTH AFRICA,2005,Western Cape Province,Noordhoek,Surfing,M,32,"Lacerations to right calf, puncture wounds on right foot",N,4 m [13'] shark,3
AUSTRALIA,2005,New South Wales,other,Surfing,M,0,"No injury, shark rammed surfboard",N,other,3
VENEZUELA,2005,other,Punta Caracas,Surfing,M,0,Right leg bitten,N,other,3
AUSTRALIA,2005,Western Australia,"Wreck Point, Abrolhos Islands",Snorkeling,M,26,FATAL,Y,6 m [20'] white shark,3
SOLOMON ISLANDS,2005,Santa Isabel Province,other,Diving,M,0,Thighs bitten,N,other,3
AUSTRALIA,2005,Queensland,Brisbane River,Swimming,M,18,Finger bitten,N,Bull shark,2
USA,2005,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,M,0,"No injury, knocked off board, shark bit board",N,"Tiger shark, 2.4 m [8']",2
USA,2005,Florida,Fort Lauderdale,Spearfishing,M,0,Hand bitten,N,1.8 m [6'] Caribbean reef shark,2
BRAZIL,2005,Bahia,Ilhéus,Surfing,M,12,Right thigh & ankle injured,N,other,2
CUBA,2005,Santiago de Cuba Province,Uvero,Swimming,M,19,Left foot severed,N,3 m [10'] shark,1
AUSTRALIA,2004,South Australia,"West Beach, Adelaide",Scurfing (surfboard being  towed behind a boat),M,18,FATAL,Y,4.5 m & 5 m white shark ,12
AUSTRALIA,2004,Queensland,Opal Reef,Spearfishing,M,38,"FATAL, leg bitten",Y,Bull shark,12
SOUTH AFRICA,2004,Eastern Cape Province,"Nahoon, East London",Surfing,M,20,3 lacerations on foot,N,Raggedtooth shark,11
SOUTH AFRICA,2004,Eastern Cape Province,Gonubie,Playing,M,16,Lacerations on lower leg & foot,N,Raggedtooth shark,11
SOUTH AFRICA,2004,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,77,FATAL,Y,6 m [20'] white shark,11
